,Unnamed: 0,osn,candidate,party,evm_votes,postal_votes,total_votes,percentage_votes,contituencty
3203,Raxaul,Sugauli,Sudama Prasad S/o Ramji Seth,Independent,1546,Chhatapur,1591,0.94,Tarari
3204,Sugauli,Narkatia,NOTA,None of the Above,2536,Govindganj,2550,1.5,Tarari
3205,0,Valmikinagar,RAM VISHUN SINGH,Rashtriya Janata Dal,65643,989,66632,39.68,Jagdishpur
3206,Valmikinagar,Ramnagar,SHUSHUMLATA,Janata Dal (United),28913,449,29362,17.48,Jagdishpur
3207,Ramnagar,Narkatiaganj,Dr. SHYAM NANDAN,Bahujan Samaj Party,3296,Dhaka,3317,1.98,Jagdishpur
3208,Narkatiaganj,Bagaha,SRIBHAGWAN SINGH KUSHWAHA,Lok Jan Shakti Party,44151,374,44525,26.51,Jagdishpur
3209,Bagaha,Lauriya,AMARJEET KUMAR,Jai Prakash Janata Dal,902,Bettiah,910,0.54,Jagdishpur
3210,Lauriya,Nautan,GOPAL JEE SINGH,Janata Dal  (Secular),294,Bagaha,298,0.18,Jagdishpur
3211,Nautan,Chanpatia,JITENDRA KUMAR,Satya Bahumat Party,275,Narkatiaganj,278,0.17,Jagdishpur
3212,Chanpatia,Bettiah,DINESH KUMAR SINGH,Jan Adhikar Party (Loktantrik),3097,Babubarhi,3131,1.86,Jagdishpur
3213,Bettiah,Sikta,NARAYAN SINGH,Voters Party  International,546,Ramnagar,548,0.33,Jagdishpur
3214,Sikta,Raxaul,MOHAMMAD SAGIR AHMAD,Jantantrik Lokhit Party,697,Lauriya,702,0.42,Jagdishpur
3215,Raxaul,Sugauli,RAJESHWAR SINGH,Proutist Sarva Samaj,470,Narkatiaganj,473,0.28,Jagdishpur
3216,Sugauli,Narkatia,RANA PRATAP SINGH,Bhartiya Sablog Party,756,Lauriya,761,0.45,Jagdishpur
3217,Narkatia,Harsidhi (S.C),SACHCHIDANAND SINGH,Janata Party,1950,Raxaul,1960,1.17,Jagdishpur
3218,Harsidhi (S.C),Govindganj,ANIL KUMAR SINGH,Independent,7138,Goriakothi,7249,4.32,Jagdishpur
3219,Govindganj,Kesaria,NARENDRA PRATAP SINGH,Independent,1409,Lauriya,1414,0.84,Jagdishpur
3220,Kesaria,Kalyanpur,BINOD KUMAR,Independent,2528,Valmikinagar,2529,1.51,Jagdishpur
3221,Kalyanpur,Pipra,HARIBANSH PANDIT,Independent,2269,Bettiah,2277,1.36,Jagdishpur
3222,Pipra,Madhuban,HIRA LAL SINGH,Independent,749,Narkatiaganj,752,0.45,Jagdishpur
3223,Madhuban,Motihari,NOTA,None of the Above,797,Chiraiya,817,0.49,Jagdishpur
3224,0,Valmikinagar,GUDIYA DEVI,Nationalist Congress Party,1320,Madhuban,1338,0.85,Shahpur
3225,Valmikinagar,Ramnagar,MUNNI DEVI,Bharatiya Janata Party,20774,581,21355,13.64,Shahpur
3226,Ramnagar,Narkatiaganj,RAHUL TIWARY,Rashtriya Janata Dal,63518,875,64393,41.14,Shahpur
3227,Narkatiaganj,Bagaha,VED PRKASH,Rashtriya Lok Samta Party,2672,Pipra,2689,1.72,Shahpur
3228,Bagaha,Lauriya,NANHAK SINGH,Bahujan Mukti Party,454,Ramnagar,456,0.29,Shahpur
3229,Lauriya,Nautan,MUNNA SHARMA,Moulik Adhikar Party,504,Narkatiaganj,507,0.32,Shahpur
3230,Nautan,Chanpatia,YASH TRIPATHI,Rashtra Sewa Dal,325,Narkatiaganj,328,0.21,Shahpur
3231,Chanpatia,Bettiah,RAKESH KUMAR MISHRA,Jan Adhikar Party (Loktantrik),1290,Madhubani,1326,0.85,Shahpur
3232,Bettiah,Sikta,LAKSHMAN KUMAR OJHA,Bhartiya Rashtriya Dal,631,Narkatiaganj,634,0.41,Shahpur
3233,Sikta,Raxaul,SHAMBHU PRASAD SHARMA,Hindustan Vikas Dal,315,Ramnagar,317,0.2,Shahpur
3234,Raxaul,Sugauli,SANTOSH KUMAR SRIVASTAV,Janata Party,2517,Lauriya,2522,1.61,Shahpur
3235,Sugauli,Narkatia,HARENDRA SINGH,Rashtriya Jan Jan Party,3547,Bathnaha,3571,2.28,Shahpur
3236,Narkatia,Harsidhi (S.C),KALIKA PRASAD SINGH,Independent,731,Narkatiaganj,734,0.47,Shahpur
3237,Harsidhi (S.C),Govindganj,KUMAR AVINASH CHANDRA,Independent,2056,Bagaha,2060,1.32,Shahpur
3238,Govindganj,Kesaria,KRISHNA RAM,Independent,1990,Govindganj,2004,1.28,Shahpur
3239,Kesaria,Kalyanpur,KHYALEE  KUWOR,Independent,1198,0,1198,0.77,Shahpur
3240,Kalyanpur,Pipra,GANGADHAR PANDEY,Independent,3804,Benipatti,3836,2.45,Shahpur
3241,Pipra,Madhuban,GOUTTAM OJHA,Independent,471,Ramnagar,473,0.3,Shahpur
3242,Madhuban,Motihari,BHUTESHWAR YADAV,Independent,2859,Pipra,2876,1.84,Shahpur
3243,Motihari,Chiraiya,MANNAN SAHA,Independent,387,0,387,0.25,Shahpur
3244,Chiraiya,Dhaka,MANOJ YADAV,Independent,433,Chanpatia,440,0.28,Shahpur
3245,Dhaka,Sheohar,SHOBHA DEVI,Independent,41134,376,41510,26.52,Shahpur
3246,Sheohar,Riga,SANJEEV KUMAR PANDEY,Independent,593,Narkatiaganj,596,0.38,Shahpur
3247,Riga,Bathnaha,NOTA,None of the Above,959,Motihari,978,0.62,Shahpur
3248,0,Valmikinagar,JATA DHARI @ JATA DHARI PASWAN,Bahujan Samaj Party,5443,Nirmali,5484,2.96,Brahampur
3249,Valmikinagar,Ramnagar,SHAMBHU NATH YADAV,Rashtriya Janata Dal,89059,1117,90176,48.64,Brahampur
3250,Ramnagar,Narkatiaganj,HULAS PANDEY,Lok Jan Shakti Party,38522,513,39035,21.05,Brahampur
3251,Narkatiaganj,Bagaha,ANIL RAI @ BHAIYA JEE,Rashtriya Dal United,1795,Kadwa,1859,Valmikinagar,Brahampur
3252,Bagaha,Lauriya,KAMALKANT SINGH,Jagrook Janta Party,684,Sikta,693,0.37,Brahampur
3253,Lauriya,Nautan,JAIRAJ CHAUDHARY,Vikassheel Insaan Party,30273,Kargahar,30482,16.44,Brahampur
3254,Nautan,Chanpatia,PARMA NAND YADAV,Jan Adhikar Party (Loktantrik),3160,Sheohar,3182,1.72,Brahampur
3255,Chanpatia,Bettiah,RANJAN KUMAR TIWARY,Rashtrawadi Jansangh,454,Sugauli,465,0.25,Brahampur
3256,Bettiah,Sikta,RAMESH KUMAR,Vanchit Samaj Party,1193,Bagaha,1197,0.65,Brahampur
3257,Sikta,Raxaul,TEJ NARAYAN TIWARI,Independent,858,Bettiah,866,0.47,Brahampur
3258,Raxaul,Sugauli,NIRANJAN KUMAR SINGH,Independent,920,Lauriya,925,0.5,Brahampur
3259,Sugauli,Narkatia,NILESH KUMAR RAHUL,Independent,2490,Chanpatia,2497,1.35,Brahampur
3260,Narkatia,Harsidhi (S.C),BHARAT SHARMA @ BHARAT SHARMA VYAS,Independent,3361,Madhuban,3379,1.82,Brahampur
3261,Harsidhi (S.C),Govindganj,MANISH BHUSHAN OJHA,Independent,2837,Sursand,2863,1.54,Brahampur
3262,Govindganj,Kesaria,NOTA,None of the Above,2264,Runnisaidpur,2293,1.24,Brahampur
3263,0,Valmikinagar,Nirmal Kumar Singh,Rashtriya Lok Samta Party,30238,251,30489,18.67,Buxar
3264,Valmikinagar,Ramnagar,Parshuram Chaubey,Bharatiya Janata Party,54830,695,55525,33.99,Buxar
3265,Ramnagar,Narkatiaganj,Sanjay Kr. Tiwari @ Munna Tiwari,Indian National Congress,58181,1236,59417,36.38,Buxar
3266,Narkatiaganj,Bagaha,Ashwini Kumar Rai,Hindu Samaj Party,783,Harsidhi (S.C),796,0.49,Buxar
3267,Bagaha,Lauriya,Ram Nath Thakur,Bhartiya Sablog Party,709,Bathnaha,733,0.45,Buxar
3268,Lauriya,Nautan,Sanjay Kumar Chaubey,Rashtriya Jan Jan Party,311,Narkatia,323,0.2,Buxar
3269,Nautan,Chanpatia,Arun Kumar Ojha,Independent,714,Sikta,723,0.44,Buxar
3270,Chanpatia,Bettiah,Aakash Kumar Singh,Independent,5717,Mahishi,5794,3.55,Buxar
3271,Bettiah,Sikta,Kamal Narayan Yadav,Independent,400,Nautan,406,0.25,Buxar
3272,Sikta,Raxaul,Gobardhn Misara,Independent,1135,Nautan,1141,0.7,Buxar
3273,Raxaul,Sugauli,Bheem Prasad,Independent,455,Sikta,464,0.28,Buxar
3274,Sugauli,Narkatia,Ravi Raj,Independent,1456,Lauriya,1461,0.89,Buxar
3275,Narkatia,Harsidhi (S.C),Raja Ram  Singh,Independent,1378,Nautan,1384,0.85,Buxar
3276,Harsidhi (S.C),Govindganj,Sudhakar Mishra,Independent,1046,Bettiah,1054,0.65,Buxar
3277,Govindganj,Kesaria,NOTA,None of the Above,3602,Sitamarhi,3630,2.22,Buxar
3278,0,Valmikinagar,ANJUM ARA,Janata Dal (United),46484,421,46905,26.81,Dumraon
3279,Valmikinagar,Ramnagar,AKHILESH KUMAR SINGH,Lok Jan Shakti Party,6373,Gopalganj,6474,3.7,Dumraon
3280,Ramnagar,Narkatiaganj,ARVIND PRATAP SHAHI @ BANTI SHAHI,Rashtriya Lok Samta Party,11445,Singheshwar,11517,6.58,Dumraon
3281,Narkatiaganj,Bagaha,AJIT KUMAR SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),70338,982,71320,40.76,Dumraon
3282,Bagaha,Lauriya,VIKASH SINGH,Rashtriya Jaihind Party,1620,Bettiah,1628,0.93,Dumraon
3283,Lauriya,Nautan,VINAY RAUT,Bhartiya Party (Loktantrik),902,Sugauli,913,0.52,Dumraon
3284,Nautan,Chanpatia,SHREE KANT SINGH,Jan Adhikar Party (Loktantrik),1844,Govindganj,1858,1.06,Dumraon
3285,Chanpatia,Bettiah,ANSHU KUMARI,Independent,393,Govindganj,407,0.23,Dumraon
3286,Bettiah,Sikta,GANGA PRASAD,Independent,412,Narkatiaganj,415,0.24,Dumraon
3287,Sikta,Raxaul,DADAN YADAV,Independent,9032,Ujiarpur,9166,5.24,Dumraon
3288,Raxaul,Sugauli,PRIYESH KUMAR,Independent,461,Nautan,467,0.27,Dumraon
3289,Sugauli,Narkatia,MANORANJAN KUMAR PASWAN,Independent,1297,Narkatiaganj,1300,0.74,Dumraon
3290,Narkatia,Harsidhi (S.C),MOHAMMAD AFZAL ANSARI,Independent,2960,Valmikinagar,2961,1.69,Dumraon
3291,Harsidhi (S.C),Govindganj,RAVI SHANKAR RAI,Independent,1071,Ramnagar,1073,0.61,Dumraon
3292,Govindganj,Kesaria,RAJARAM CHAUDHARI,Independent,1274,Narkatiaganj,1277,0.73,Dumraon
3293,Kesaria,Kalyanpur,SHIVANG VIJAY SINGH,Independent,9333,Baisi,9390,5.37,Dumraon
3294,Kalyanpur,Pipra,SANTOSH KUMAR CHOUBEY,Independent,1761,Ramnagar,1763,1.01,Dumraon
3295,Pipra,Madhuban,SUNIL KUMAR @ PAPPU YADAV,Independent,4213,Bahadurganj,4265,2.44,Dumraon
3296,Madhuban,Motihari,NOTA,None of the Above,1864,Harsidhi (S.C),1877,1.07,Dumraon
3297,0,Valmikinagar,NIRBHAYA KUMAR NIRALA,Lok Jan Shakti Party,7403,Narpatganj,7449,4.03,Rajpur
3298,Valmikinagar,Ramnagar,VISHWANATH RAM,Indian National Congress,66957,914,67871,36.76,Rajpur
3299,Ramnagar,Narkatiaganj,SANJAY RAM,Bahujan Samaj Party,43674,Katoria,43836,23.74,Rajpur
3300,Narkatiaganj,Bagaha,SANTOSH KUMAR NIRALA,Janata Dal (United),46392,275,46667,25.28,Rajpur
3301,Bagaha,Lauriya,ASHOK KUMAR RAM,Bahujan Mukti Party,1325,Ramnagar,1327,0.72,Rajpur
3302,Lauriya,Nautan,ASHOK PASWAN,Rashtriya Jaihind Party,742,Nautan,748,0.41,Rajpur
3303,Nautan,Chanpatia,MOHAN RAM RAJAK,Peoples Party of India (Democratic),585,Ramnagar,587,0.32,Rajpur
3304,Chanpatia,Bettiah,SAVINAY KUMAR,Bharatiya Aam Awam Party,967,Ramnagar,969,0.52,Rajpur
3305,Bettiah,Sikta,SURAJ PRAKASH RAM,Sanyukt Kisan Vikas Party,885,0,885,0.48,Rajpur
3306,Sikta,Raxaul,HARE RAM PRASAD,Bhartiya Sablog Party,1439,Ramnagar,1441,0.78,Rajpur
3307,Raxaul,Sugauli,AJAD PASWAN,Independent,4270,Nautan,4276,2.32,Rajpur
3308,Sugauli,Narkatia,CHHEDI LAL RAM,Independent,2355,Raxaul,2365,1.28,Rajpur
3309,Narkatia,Harsidhi (S.C),NIKUNJ KUMAR ARYAN,Independent,1481,0,1481,0.8,Rajpur
3310,Harsidhi (S.C),Govindganj,NEELKAMAL PRASAD,Independent,1869,Bagaha,1873,1.01,Rajpur
3311,Govindganj,Kesaria,NOTA,None of the Above,2829,Narkatia,2841,1.54,Rajpur
3312,0,Valmikinagar,Ambika Singh,Bahujan Samaj Party,57589,305,57894,32.3,Ramgarh
3313,Valmikinagar,Ramnagar,Ashok Kumar Singh,Bharatiya Janata Party,55750,334,56084,31.29,Ramgarh
3314,Ramnagar,Narkatiaganj,Ram Bachan Ram,Nationalist Congress Party,903,Bagaha,907,0.51,Ramgarh
3315,Narkatiaganj,Bagaha,Sudhakar Singh,Rashtriya Janata Dal,57284,799,58083,32.4,Ramgarh
3316,Bagaha,Lauriya,Deepak Upadhyay,Bhartiya Sablog Party,584,0,584,0.33,Ramgarh
3317,Lauriya,Nautan,Indresh Bahadur Singh,Independent,509,Valmikinagar,510,0.28,Ramgarh
3318,Nautan,Chanpatia,MD. Iliyas Ansari,Independent,Masaurhi,Narkatiaganj,Sandesh,0.11,Ramgarh
3319,Chanpatia,Bettiah,Ram Bachan Singh,Independent,Digha,Valmikinagar,Bankipur,0.1,Ramgarh
3320,Bettiah,Sikta,Ram Sudhakar Tiwary,Independent,381,0,381,0.21,Ramgarh
3321,Sikta,Raxaul,Shankar Dayal Anand,Independent,862,Ramnagar,864,0.48,Ramgarh
3322,Raxaul,Sugauli,Shahil Kumar,Independent,394,Valmikinagar,395,0.22,Ramgarh
3323,Sugauli,Narkatia,Sanjay Kumar Singh,Independent,1170,Valmikinagar,1171,0.65,Ramgarh
3324,Narkatia,Harsidhi (S.C),NOTA,None of the Above,2015,Bagaha,2019,1.13,Ramgarh
3325,0,Valmikinagar,Niranjan Ram,Bharatiya Janata Party,48929,252,49181,30.39,Mohania
3326,Valmikinagar,Ramnagar,Rajesh Kumar Ram,Nationalist Congress Party,766,Lauriya,771,0.48,Mohania
3327,Ramnagar,Narkatiaganj,Sangita Kumari,Rashtriya Janata Dal,60029,1206,61235,37.84,Mohania
3328,Narkatiaganj,Bagaha,Suman Devi,Rashtriya Lok Samta Party,39659,Tarari,39855,24.63,Mohania
3329,Bagaha,Lauriya,Anil Kumar,Akhil Bhartiya Apna Dal,740,Narkatiaganj,743,0.46,Mohania
3330,Lauriya,Nautan,Indrajit Ram,Rashtrawadi Janlok Party (Satya),1595,Bettiah,1603,0.99,Mohania
3331,Nautan,Chanpatia,Dadan Ram,Swaraj Party (Loktantrik),286,Ramnagar,288,0.18,Mohania
3332,Chanpatia,Bettiah,Ashwini Kumar,Independent,299,0,299,0.18,Mohania
3333,Bettiah,Sikta,Dulesh Ram,Independent,382,0,382,0.24,Mohania
3334,Sikta,Raxaul,Bechan Ram,Independent,495,Bagaha,499,0.31,Mohania
3335,Raxaul,Sugauli,Brajesh Kumar,Independent,1017,Narkatiaganj,1020,0.63,Mohania
3336,Sugauli,Narkatia,Mukesh Kumar Raj,Independent,1220,Lauriya,1225,0.76,Mohania
3337,Narkatia,Harsidhi (S.C),Sonu Kumari,Independent,863,Valmikinagar,864,0.53,Mohania
3338,Harsidhi (S.C),Govindganj,NOTA,None of the Above,3860,Sugauli,3871,2.39,Mohania
3339,0,Valmikinagar,BIRENDRA KUMAR SINGH,Rashtriya Lok Samta Party,36780,Wazirganj,37014,21.21,Bhabua
3340,Valmikinagar,Ramnagar,BHARAT BIND,Rashtriya Janata Dal,56562,999,57561,32.98,Bhabua
3341,Ramnagar,Narkatiaganj,RINKI RANI PANDEY,Bharatiya Janata Party,47115,401,47516,27.22,Bhabua
3342,Narkatiaganj,Bagaha,SANJAY KUMAR SINHA,Nationalist Congress Party,639,Valmikinagar,640,0.37,Bhabua
3343,Bagaha,Lauriya,CHTHU GOND,Ambedkarite Party of India,719,Lauriya,724,0.41,Bhabua
3344,Lauriya,Nautan,DIWAKER CHOUBEY,Rashtrawadi Janlok Party (Satya),1090,Nautan,1096,0.63,Bhabua
3345,Nautan,Chanpatia,POONAM SINGH URF DR. POONAM KUSHWAHA,Bahujan Mukti Party,306,Bettiah,314,0.18,Bhabua
3346,Chanpatia,Bettiah,MUKHTAR ANSARI,Peace Party,269,Nautan,275,0.16,Bhabua
3347,Bettiah,Sikta,RAMCHANDR SINGH YADAV,Jan Adhikar Party (Loktantrik),1162,Sugauli,1173,0.67,Bhabua
3348,Sikta,Raxaul,UJJWAL KUMAR CHAUBAY,Independent,711,Bettiah,719,0.41,Bhabua
3349,Raxaul,Sugauli,KRISHNAKANT TIWARI,Independent,668,Valmikinagar,669,0.38,Bhabua
3350,Sugauli,Narkatia,DOCTOR PRAMOD KUMAR SINGH,Independent,20368,271,20639,11.83,Bhabua
3351,Narkatia,Harsidhi (S.C),NARENDRA PRATAP SINGH,Independent,1133,0,1133,0.65,Bhabua
3352,Harsidhi (S.C),Govindganj,STYENDRA KUMAR DUBEY,Independent,1389,Valmikinagar,1390,0.8,Bhabua
3353,Govindganj,Kesaria,NOTA,None of the Above,3660,Sugauli,3671,2.1,Bhabua
3354,0,Valmikinagar,MOHD. ZAMA KHAN,Bahujan Samaj Party,94296,949,95245,46.24,Chainpur
3355,Valmikinagar,Ramnagar,PRAKASH KUMAR SINGH,Indian National Congress,5316,Sahebganj,5414,2.63,Chainpur
3356,Ramnagar,Narkatiaganj,BRIJ KISHOR BIND,Bharatiya Janata Party,70646,305,70951,34.45,Chainpur
3357,Narkatiaganj,Bagaha,DEENDAYAL SINGH KUSHWAHA,Bhartiya Lokmat Rashtrwadi Party,1240,Valmikinagar,1241,0.6,Chainpur
3358,Bagaha,Lauriya,PUSHPA DEVI,Sapaks Party,513,Valmikinagar,514,0.25,Chainpur
3359,Lauriya,Nautan,PRABHU SINGH,"Rashtriya Swatantra Party,",923,Valmikinagar,924,0.45,Chainpur
3360,Nautan,Chanpatia,RAJPUT DHARMENDRA SINGH,Rashtrawadi Janlok Party (Satya),951,Raxaul,961,0.47,Chainpur
3361,Chanpatia,Bettiah,RAM RAJ SHARMA,"Log Jan Party - Secular,",1870,Lauriya,1875,0.91,Chainpur
3362,Bettiah,Sikta,RENU DEVI,Hindu Samaj Party,1446,Narkatia,1458,0.71,Chainpur
3363,Sikta,Raxaul,SHIV SHANKAR SINGH,Rashtra Sewa Dal,1125,Ramnagar,1127,0.55,Chainpur
3364,Raxaul,Sugauli,SAHNAWAJ ANSARI,Peace Party,340,Bagaha,344,0.17,Chainpur
3365,Sugauli,Narkatia,RITURAJ PATEL,Independent,841,Nautan,847,0.41,Chainpur
3366,Narkatia,Harsidhi (S.C),DIWAN ARSHAD HUSAIN KHAN,Independent,2264,Raxaul,2274,1.1,Chainpur
3367,Harsidhi (S.C),Govindganj,NIRAJ PANDEY,Independent,13038,Alinagar,13119,6.37,Chainpur
3368,Govindganj,Kesaria,PRAHALAD BIND,Independent,2023,Ramnagar,2025,0.98,Chainpur
3369,Kesaria,Kalyanpur,MAJANU GOND,Independent,4188,Narkatiaganj,4191,2.03,Chainpur
3370,Kalyanpur,Pipra,MADAN RAM,Independent,1565,0,1565,0.76,Chainpur
3371,Pipra,Madhuban,RAMLAL SINGH,Independent,485,0,485,0.24,Chainpur
3372,Madhuban,Motihari,VISHWANATH BIND,Independent,809,Ramnagar,811,0.39,Chainpur
3373,Motihari,Chiraiya,NOTA,None of the Above,595,Bagaha,599,0.29,Chainpur
3374,0,Valmikinagar,CHANDRA SHEKHAR PASWAN,Lok Jan Shakti Party,17970,Hathua,18074,10.4,Chenari
3375,Valmikinagar,Ramnagar,BHAJURAM,Nationalist Congress Party,816,Sugauli,827,0.48,Chenari
3376,Ramnagar,Narkatiaganj,MURARI PRASAD GAUTAM,Indian National Congress,70933,768,71701,41.25,Chenari
3377,Narkatiaganj,Bagaha,LALAN PASWAN,Janata Dal (United),53444,254,53698,30.89,Chenari
3378,Bagaha,Lauriya,SHYAM BIHARI RAM,Bahujan Samaj Party,12801,Katihar,12864,7.4,Chenari
3379,Lauriya,Nautan,GANESH PASWAN,Rashtra Sewa Dal,686,Nautan,692,0.4,Chenari
3380,Nautan,Chanpatia,PACHMUNA DEVI,Bahujan Mukti Party,590,Sikta,599,0.34,Chenari
3381,Chanpatia,Bettiah,SANJAY KUMAR,Ambedkarite Party of India,1332,Lauriya,1337,0.77,Chenari
3382,Bettiah,Sikta,HARENDRA KUMAR,Azad Samaj Party,797,Lauriya,802,0.46,Chenari
3383,Sikta,Raxaul,DHARM DEV RAM,Independent,1310,Ramnagar,1312,0.75,Chenari
3384,Raxaul,Sugauli,PRAMOD KUMAR,Independent,664,Narkatiaganj,667,0.38,Chenari
3385,Sugauli,Narkatia,BABY DEVI,Independent,1232,Narkatiaganj,1235,0.71,Chenari
3386,Narkatia,Harsidhi (S.C),MANISH KUMAR RAJAK,Independent,3061,Chanpatia,3068,1.77,Chenari
3387,Harsidhi (S.C),Govindganj,RAM ADHAR PASWAN,Independent,2548,Valmikinagar,2549,1.47,Chenari
3388,Govindganj,Kesaria,RAMEKBAL RAM,Independent,945,Narkatiaganj,948,0.55,Chenari
3389,Kesaria,Kalyanpur,NOTA,None of the Above,3430,Chiraiya,3450,1.98,Chenari
3390,0,Valmikinagar,ASHOK KUMAR,Janata Dal (United),56448,432,56880,31.78,Sasaram
3391,Valmikinagar,Ramnagar,ASHUTOSH SINGH,Nationalist Congress Party,1074,Dhaka,1095,0.61,Sasaram
3392,Ramnagar,Narkatiaganj,RAJESH KUMAR GUPTA,Rashtriya Janata Dal,82227,1076,83303,46.54,Sasaram
3393,Narkatiaganj,Bagaha,RAMESHWAR PRASAD,Lok Jan Shakti Party,21265,Banka,21426,11.97,Sasaram
3394,Bagaha,Lauriya,AJAY KUMAR SINGH,Sanyukt Vikas Party,697,Narkatiaganj,700,0.39,Sasaram
3395,Lauriya,Nautan,ARVIND SINGH,Rashtriya Samanta Dal,407,Valmikinagar,408,0.23,Sasaram
3396,Nautan,Chanpatia,ARUN KUMAR,Hindu Samaj Party,377,Bagaha,381,0.21,Sasaram
3397,Chanpatia,Bettiah,JAGTENDU KUMAR,Rashtra Sewa Dal,408,Narkatiaganj,411,0.23,Sasaram
3398,Bettiah,Sikta,BADAL KUMAR,Bahujan Mukti Party,561,Govindganj,575,0.32,Sasaram
3399,Sikta,Raxaul,YAMUNA CHOUDHARY,All India Minorities Front,629,Lauriya,634,0.35,Sasaram
3400,Raxaul,Sugauli,RAJIV RANJAN TUTUL,Bhartiya Sablog Party,859,Sikta,868,0.48,Sasaram
3401,Sugauli,Narkatia,LAKSHMI DEVI,Proutist Sarva Samaj,457,Narkatiaganj,460,0.26,Sasaram
3402,Narkatia,Harsidhi (S.C),AMLA TRIPATHI,Independent,1463,Harsidhi (S.C),1476,0.82,Sasaram
3403,Harsidhi (S.C),Govindganj,UDAY AMAR SINGH,Independent,1414,Valmikinagar,1415,0.79,Sasaram
3404,Govindganj,Kesaria,URMILA KUER,Independent,430,0,430,0.24,Sasaram
3405,Kesaria,Kalyanpur,DEEN DAYAL SINGH,Independent,2176,Ramnagar,2178,1.22,Sasaram
3406,Kalyanpur,Pipra,MUNESHWAR GUPTA,Independent,2462,Valmikinagar,2463,1.38,Sasaram
3407,Pipra,Madhuban,RAM SAGAR DWIVEDY,Independent,490,0,490,0.27,Sasaram
3408,Madhuban,Motihari,SATYANAND KUMAR,Independent,1687,Bagaha,1691,0.94,Sasaram
3409,Motihari,Chiraiya,SATYENDRA KUMAR SATYA,Independent,613,Narkatiaganj,616,0.34,Sasaram
3410,Chiraiya,Dhaka,NOTA,None of the Above,1079,Govindganj,1093,0.61,Sasaram
3411,0,Valmikinagar,UDAY PRATAP SINGH,Bahujan Samaj Party,47065,256,47321,24.35,Kargahar
3412,Valmikinagar,Ramnagar,RAKESH KUMAR SINGH,Lok Jan Shakti Party,16907,Alinagar,16988,8.74,Kargahar
3413,Ramnagar,Narkatiaganj,BASHISTH SINGH,Janata Dal (United),55351,329,55680,28.66,Kargahar
3414,Narkatiaganj,Bagaha,SANTOSH KUMAR MISHRA,Indian National Congress,59017,746,59763,30.76,Kargahar
3415,Bagaha,Lauriya,NARAD SETH,Rashtra Sewa Dal,1161,Narkatiaganj,1164,0.6,Kargahar
3416,Lauriya,Nautan,MOHAMMAD SHAKIL ANSARI,Sanyukt Vikas Party,374,Narkatiaganj,377,0.19,Kargahar
3417,Nautan,Chanpatia,RAVI PATEL,Rashtrawadi Janlok Party (Satya),245,Ramnagar,247,0.13,Kargahar
3418,Chanpatia,Bettiah,VINDHYACHAL DEVI,Bhartiya Sablog Party,640,Narkatiaganj,643,0.33,Kargahar
3419,Bettiah,Sikta,SHAILESH KUMAR,Bharatiya Aam Awam Party,409,0,409,0.21,Kargahar
3420,Sikta,Raxaul,SANJAY CHOUBEY,Rashtriya Jaihind Party,Gaya Town,Bagaha,Wazirganj,0.12,Kargahar
3421,Raxaul,Sugauli,SIMA KUMARI,Jan Adhikar Party (Loktantrik),1487,Sursand,1513,0.78,Kargahar
3422,Sugauli,Narkatia,SAURABH TIWARI,Bhartiya Lokmat Rashtrwadi Party,483,0,483,0.25,Kargahar
3423,Narkatia,Harsidhi (S.C),ARVIND KUMAR SINGH,Independent,1436,Chanpatia,1443,0.74,Kargahar
3424,Harsidhi (S.C),Govindganj,KAMALA SINGH,Independent,1016,0,1016,0.52,Kargahar
3425,Govindganj,Kesaria,DEEPAK KUMAR,Independent,647,0,647,0.33,Kargahar
3426,Kesaria,Kalyanpur,NEERAJ SHUKLA,Independent,1594,0,1594,0.82,Kargahar
3427,Kalyanpur,Pipra,PARAMHANS TIWARI,Independent,896,0,896,0.46,Kargahar
3428,Pipra,Madhuban,RAMASHANKAR TIWARI,Independent,717,0,717,0.37,Kargahar
3429,Madhuban,Motihari,RINKU KUMARI,Independent,1560,0,1560,0.8,Kargahar
3430,Motihari,Chiraiya,LAL DHARI SINGH,Independent,894,0,894,0.46,Kargahar
3431,Chiraiya,Dhaka,NOTA,None of the Above,705,Bagaha,709,0.36,Kargahar
3432,0,Valmikinagar,JAI KUMAR SINGH,Janata Dal (United),27009,Chakai,27252,Kalyanpur,Dinara
3433,Valmikinagar,Ramnagar,RAJENDRA PRASAD SINGH,Lok Jan Shakti Party,51025,288,51313,30.13,Dinara
3434,Ramnagar,Narkatiaganj,RAJESH SINGH,Rashtriya Lok Samta Party,18297,Bihariganj,18368,10.79,Dinara
3435,Narkatiaganj,Bagaha,VIJAY KUMAR MANDAL,Rashtriya Janata Dal,58921,620,59541,34.97,Dinara
3436,Bagaha,Lauriya,ARUN KUMAR SINGH,Jan Adhikar Party (Loktantrik),896,Bettiah,904,0.53,Dinara
3437,Lauriya,Nautan,JOKHU PASWAN,Bahujan Mukti Party,412,Narkatiaganj,415,0.24,Dinara
3438,Nautan,Chanpatia,RAJENDRA SAH,Shoshit Samaj Dal,282,Valmikinagar,283,0.17,Dinara
3439,Chanpatia,Bettiah,RAMESAR NONIYA,Rashtriya Janwadi Party (Socialist),446,0,446,0.26,Dinara
